video_id,query_billboard_rank,query_artist,query_title,video_title,search_rank,lead_search_term,search_tier,detected_names,detected_genres,detected_inst,detected_place,detected_date,true_audio_content,true_video_content,is_official_video,search_term_estimated_AC,search_term_estimated_VC,STV_prediction_AC_initial,STVA_prediction_AC,STV_prediction_VC,url
TY2Z3UCNWBI,50,gym class heroes,ass back home,Gym Class Heroes - Ass Back Home (GearWolf Remix),106.0,remix,5,,,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=TY2Z3UCNWBI
_FKUfHNYues,50,gym class heroes,ass back home,Ass Back Home drum cover by Huzaimi Lim,106.0,tutorial,5,,,drum,,,cover,live,FALSE,tutorial,tutorial,cover,official,live,https://www.youtube.com/watch?v=_FKUfHNYues
loKdyw90mOI,50,gym class heroes,ass back home,speed paint drawing on sai paint tool- get your ass back home,107.0,choreo,5,,,,,,official,other,FALSE,official,dance,cover,official,still,https://www.youtube.com/watch?v=loKdyw90mOI
_Q2VXm9nCDk,50,gym class heroes,ass back home,Timeflies Tuesday Ass Back Home,108.0,concert,5,,,,,2015/10/20,remix,still,FALSE,live,live,cover,remix,live,https://www.youtube.com/watch?v=_Q2VXm9nCDk
I-d2x5oLUZo,60,gym class heroes,stereo hearts,Gym class heroes - Stereo Hearts ( Dillon Francis remix ) -DUB4U[HD],1.0,remix,0,dillon francis,,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=I-d2x5oLUZo
XaaiHFmLYgQ,60,gym class heroes,stereo hearts,Gym Class Heroes feat. Adam Levine - Stereo Hearts (Live on Today 02-03-2012) [HD 1080p],1.0,live,0,,,,,2012,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=XaaiHFmLYgQ
T3E9Wjbq44E,60,gym class heroes,stereo hearts,Gym Class Heroes: Stereo Hearts ft. Adam Levine [OFFICIAL VIDEO],1.0,title/artist,0,,,,,,official,official,TRUE,official,official,official,official,official,https://www.youtube.com/watch?v=T3E9Wjbq44E
Y_dL6001lCU,60,gym class heroes,stereo hearts,Gym Class Heroes feat. Adam Levine - Stereo Hearts (2011 American Music Awards),1.0,concert,0,,,,american,2011,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=Y_dL6001lCU
lRNOvr645JA,60,gym class heroes,stereo hearts,Stereo Hearts - Gym Class Heroes ft Adam Levine - Easy Guitar Tutorial (No Capo),1.0,tutorial,0,,,guitar,,,tutorial,tutorial,FALSE,tutorial,tutorial,tutorial,tutorial,tutorial,https://www.youtube.com/watch?v=lRNOvr645JA
0UfD2nbwYbc,60,gym class heroes,stereo hearts,"diSiac Workshops: Dave Gupta '16 - ""Stereo Hearts"" by Gym Class Heroes",1.0,choreo,0,dave,,,,,official,dance,FALSE,official,dance,cover,official,dance,https://www.youtube.com/watch?v=0UfD2nbwYbc
C8lCwQsE2Oc,60,gym class heroes,stereo hearts,Gym Class Heroes ft. Adam Levine - Stereo Hearts (Karaoke Version),1.0,karaoke,0,,,,,,instrumental,karaoke,FALSE,instrumental,karaoke,instrumental,instrumental,karaoke,https://www.youtube.com/watch?v=C8lCwQsE2Oc
QBL-x4Vv5Ow,60,gym class heroes,stereo hearts,Gym Class Heroes - Stereo Hearts (Piano Cover) by LittleTranscriber,1.0,piano,0,,,piano,,,cover,tutorial,FALSE,cover,live,cover,cover,tutorial,https://www.youtube.com/watch?v=QBL-x4Vv5Ow
fsbW4U2Mwfk,60,gym class heroes,stereo hearts,Gym Class Heroes: Stereo Hearts (MattyBRaps Cover ft Skylar Stecker),1.0,cover,0,,,,,,cover,other,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=fsbW4U2Mwfk
9TLV9XjkI0o,60,gym class heroes,stereo hearts,GYM CLASS HEROES - STEREO HEARTS REMIX,2.0,remix,0,,,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=9TLV9XjkI0o
5PnE_zJuxgY,60,gym class heroes,stereo hearts,Stereo Hearts - Gym Class Heroes (Avery iphone cover),2.0,cover,0,avery,,,,,cover,other,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=5PnE_zJuxgY
QOLohX4_NuY,60,gym class heroes,stereo hearts,Gym Class Heroes - Stereo Hearts ft. Adam Levine | Piano Cover by Pianistmiri,2.0,piano,0,,,piano,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=QOLohX4_NuY
AVjsfxFGwbg,60,gym class heroes,stereo hearts,How To Play:  Stereo Hearts by Gym Class Heroes - Piano Tutorial EASY,2.0,tutorial,0,,,piano,,,cover,live,FALSE,tutorial,tutorial,tutorial,tutorial,tutorial,https://www.youtube.com/watch?v=AVjsfxFGwbg
m10M1cXcCwE,60,gym class heroes,stereo hearts,Maroon 5 feat. Gym Class Heroes - Moves Like Jagger / Stereo Hearts (American Music Awards 2011),2.0,live,0,,,,american,2011,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=m10M1cXcCwE
-ROew_N86LU,60,gym class heroes,stereo hearts,"How to Play ""Stereo Hearts"" by Gym Class Heroes ft. Adam Levine on Guitar",2.0,guitar,0,,,guitar,,,tutorial,tutorial,FALSE,cover,live,tutorial,tutorial,tutorial,https://www.youtube.com/watch?v=-ROew_N86LU
0ZFUHhLTuPU,60,gym class heroes,stereo hearts,Stereo Hearts- Gym Class Heroes  II  Ben Carter Choreography  II,2.0,choreo,0,ben carter,,,,,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=0ZFUHhLTuPU
_nnYevCbLYI,60,gym class heroes,stereo hearts,G24852   Stereo Hearts Karaoke   Gym Class Heroes feat  Adam Levine,2.0,karaoke,0,,,,,,instrumental,karaoke,FALSE,instrumental,karaoke,instrumental,instrumental,karaoke,https://www.youtube.com/watch?v=_nnYevCbLYI
MUGRG57c-s0,60,gym class heroes,stereo hearts,Stereo Hearts - Gym Class Heroes (Dance Cover),3.0,dance,0,,,,,,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=MUGRG57c-s0
cO8MX5kVWYU,60,gym class heroes,stereo hearts,Gym Class Heroes ft Adam Levine - Stereo Hearts (Dillon Francis Remix),14.0,remix,1,dillon francis,,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=cO8MX5kVWYU
0-ukDKVxNWg,60,gym class heroes,stereo hearts,Skelly Heart - A Minecraft Parody of Gym Class Heroes' Stereo Hearts (Music Video),16.0,remix,1,,parody,,,,cover,other,FALSE,remix,still,official,cover,other,https://www.youtube.com/watch?v=0-ukDKVxNWg
WgA0NniBJvE,60,gym class heroes,stereo hearts,Gym Class Heroes: (Stereo Hearts MattyBRaps Cover ft. Skylar Stecker) (Lyrics),17.0,lyrics,1,,,,,,cover,other,FALSE,official,lyric,cover,cover,live,https://www.youtube.com/watch?v=WgA0NniBJvE
VtuT_6p3-HI,60,gym class heroes,stereo hearts,Above The Broken - Stereo Hearts (Gym Class Heroes Cover) [8] (Live @ Hawthorne Theatre  01-11-2012),19.0,live,1,,,,,2012,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=VtuT_6p3-HI
lltsuS0aGV0,60,gym class heroes,stereo hearts,Megan and Liz - Stereo Hearts LYRICS,20.0,karaoke,1,megan liz,,,,,cover,still,FALSE,instrumental,karaoke,cover,cover,live,https://www.youtube.com/watch?v=lltsuS0aGV0
QeQdA3-0ohE,60,gym class heroes,stereo hearts,Gym Class Heroes- Stereo Hearts (Cover),20.0,choreo,1,,,,,,cover,live,FALSE,official,dance,cover,official,live,https://www.youtube.com/watch?v=QeQdA3-0ohE
weBBmOHT7JE,60,gym class heroes,stereo hearts,Gym Class Heroes - Stereo Hearts - Piano Cover - Moy Yee,20.0,piano,1,yee,,piano,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=weBBmOHT7JE
Y3ZYEELIADI,60,gym class heroes,stereo hearts,Gym Class Heroes   Stereo Hearts ft Adam Levine Subtitulado al Espanol,20.0,lyrics,1,al,,,,,official,official,FALSE,official,lyric,official,official,lyric,https://www.youtube.com/watch?v=Y3ZYEELIADI
1rKMHwfYOj0,60,gym class heroes,stereo hearts,Justin ryan--Gym Class Heroes  Stereo Hearts ft. Adam Levine (Piano Cover),21.0,piano,1,justin ryan,,piano,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=1rKMHwfYOj0
9mikifXSNiY,60,gym class heroes,stereo hearts,Popping  Gym Class Heroes- Stereo Hearts ft. Adam Levine,21.0,choreo,1,,,,,,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=9mikifXSNiY
MeQ32iIM4jA,60,gym class heroes,stereo hearts,Stereo Hearts Gym Class Heroes ft Adam Levine Karaoke,21.0,karaoke,1,,,,,,instrumental,still,FALSE,instrumental,karaoke,instrumental,instrumental,karaoke,https://www.youtube.com/watch?v=MeQ32iIM4jA
FMTw9gh4WgM,60,gym class heroes,stereo hearts,Stereo Hearts (Gym Class Heroes) - UMBC Mama's Boys - Live at UMD - April 2012,21.0,live,1,,,,,2012/4/1,cover,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=FMTw9gh4WgM
SP67hc_3l8w,60,gym class heroes,stereo hearts,Gym Class Heroes- Stereo Hearts (Keyboard Tutorial),21.0,tutorial,1,,,keyboard,,,tutorial,tutorial,FALSE,tutorial,tutorial,tutorial,cover,tutorial,https://www.youtube.com/watch?v=SP67hc_3l8w
Nb6Q1ocA3vg,60,gym class heroes,stereo hearts,Gym Class Heroes - Stereo Hearts (Cali Carma Freestyle),22.0,choreo,1,carma,,,cali,,cover,still,FALSE,official,dance,official,remix,still,https://www.youtube.com/watch?v=Nb6Q1ocA3vg
78mStjfqnh8,60,gym class heroes,stereo hearts,Gym Class Heroes Ft. Adam Levine - Stereo Hearts Piano by Corentin Fernandez,22.0,piano,1,fernandez,,piano,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=78mStjfqnh8
WDdyHlrNksc,60,gym class heroes,stereo hearts,Stereo Hearts (Gym Class Heroes) Easy Guitar Lesson How to Play Tutorial,23.0,tutorial,1,,,guitar,,,tutorial,tutorial,FALSE,tutorial,tutorial,tutorial,tutorial,tutorial,https://www.youtube.com/watch?v=WDdyHlrNksc
s8C3tbHypZA,60,gym class heroes,stereo hearts,Lyrics - Stereo Hearts   Gym Class Heroes Ft  Adam Levine Avery iphone cover,23.0,lyrics,1,avery,,,,,cover,other,FALSE,official,lyric,cover,cover,live,https://www.youtube.com/watch?v=s8C3tbHypZA
iQbcIUze3CQ,60,gym class heroes,stereo hearts,Stereo Hearts - Gym Class Heroes,24.0,concert,1,,,,,,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=iQbcIUze3CQ
1cV-j39VLrs,60,gym class heroes,stereo hearts,KPOP Dance Mashup (Stereo Hearts_Gym Class Heroes),26.0,dance,1,,,,,,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=1cV-j39VLrs
89dgyNF0pNM,60,gym class heroes,stereo hearts,Stereo Hearts - Gym Class Heroes - DRUM COVER - Adventure Drums,34.0,cover,1,,,drum,,,cover,other,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=89dgyNF0pNM
n3hoIFXiO94,60,gym class heroes,stereo hearts,Stereo Hearts - Gym Class Heroes (Elias Dubstep Remix),40.0,remix,1,elias,dubstep,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=n3hoIFXiO94
g7F5kGaUiYw,60,gym class heroes,stereo hearts,STEREO HEARTS - GYM CLASS HEROES FT. ADAM LEVINE PIANO COVER [HQ],72.0,piano,5,,,piano,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=g7F5kGaUiYw
PSNHrqYTMrs,60,gym class heroes,stereo hearts,Airplanes / Stereo Hearts - Paramore/Gym Class Heroes cover by Chlara,97.0,live,5,,,,,,cover,live,FALSE,live,live,cover,cover,live,https://www.youtube.com/watch?v=PSNHrqYTMrs
itJLmeLWQtk,60,gym class heroes,stereo hearts,Gym Class Heroes - Stereo Hearts ( Sanne & Quinty FoXart cover),98.0,cover,5,,,,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=itJLmeLWQtk
LQS-qVSfmS8,60,gym class heroes,stereo hearts,Stereo hearts guitar tutorial,98.0,tutorial,5,,,guitar,,,tutorial,tutorial,FALSE,tutorial,tutorial,cover,cover,tutorial,https://www.youtube.com/watch?v=LQS-qVSfmS8
OSr4WMVFgEs,60,gym class heroes,stereo hearts,Stereo Hearts (Remix) Gym Class Heroes ft. Megan Nicole,99.0,remix,5,megan nicole,,,,,remix,still,FALSE,remix,still,remix,remix,live,https://www.youtube.com/watch?v=OSr4WMVFgEs
ek4yS7LzK84,60,gym class heroes,stereo hearts,Gym Class Heroes - Stereo Hearts Lyrics ft. Adam Levine (Lyrics),100.0,lyrics,5,,,,,,official,lyric,FALSE,official,lyric,official,official,lyric,https://www.youtube.com/watch?v=ek4yS7LzK84
HHCpcfAqQ40,60,gym class heroes,stereo hearts,Playing Piano at the Airport - Stereo Hearts by Gym Class Heroes,101.0,piano,5,,,piano,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=HHCpcfAqQ40
IbPvMZO00TY,60,gym class heroes,stereo hearts,Gym Class Heroes-Stereo Hearts ft Adam Levine Lyrics,103.0,lyrics,5,,,,,,official,still,FALSE,official,lyric,official,official,lyric,https://www.youtube.com/watch?v=IbPvMZO00TY
YKtfrwyIiSE,60,gym class heroes,stereo hearts,Gym Class Heroes- Stereo Hearts Ft. Adam levine (Rock Cover),103.0,cover,5,,rock,,,,cover,other,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=YKtfrwyIiSE
mU7Ld4QXZ9M,60,gym class heroes,stereo hearts,Stereo Hearts - Gym Class Heroes Rock Remix/Guitar Cover,105.0,remix,5,,rock,guitar,,,cover,live,FALSE,remix,still,cover,cover,live,https://www.youtube.com/watch?v=mU7Ld4QXZ9M
ZKmPwtPEt0o,60,gym class heroes,stereo hearts,Stereo Hearts - Lyrics,105.0,lyrics,5,,,,,,official,lyric,FALSE,official,lyric,official,official,lyric,https://www.youtube.com/watch?v=ZKmPwtPEt0o
vCSFYKhGa9g,60,gym class heroes,stereo hearts,Stereo Hearts-Paradise Fears (acoustic cover) +lyrics,105.0,karaoke,5,,,,,,cover,lyric,FALSE,instrumental,karaoke,cover,cover,still,https://www.youtube.com/watch?v=vCSFYKhGa9g
QxgPc4QLSH8,60,gym class heroes,stereo hearts,Bdazzled dance studio stereo hearts dance,120.0,dance,5,,,,,,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=QxgPc4QLSH8
XtKVVpt9OXQ,60,gym class heroes,stereo hearts,Gym class heroes ft  Adam Levine   Stereo hearts Subtitulada al espanol,132.0,title/artist,1,al,,,,,official,lyric,FALSE,official,official,official,official,lyric,https://www.youtube.com/watch?v=XtKVVpt9OXQ
QGjBX4mLYdU,60,gym class heroes,stereo hearts,Stereo Hearts - Maroon 5 live @ itunes festival 2014,278.0,live,15,,,,,2014,cover,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=QGjBX4mLYdU
0QWNNFCkpDc,60,gym class heroes,stereo hearts,Forever Young And Stereo Hearts on piano For N.S & I.S From E.M,280.0,piano,15,young,,piano,,,cover,live,FALSE,cover,live,live,live,live,https://www.youtube.com/watch?v=0QWNNFCkpDc
PhhTkgy3UcQ,60,gym class heroes,stereo hearts,Gym Class Heroes - Stereo Hearts,296.0,title/artist,15,,,,,,cover,live,FALSE,official,official,official,cover,live,https://www.youtube.com/watch?v=PhhTkgy3UcQ
zuXlk21cM0I,60,gym class heroes,stereo hearts,Niall Horan Stereo Hearts Cover live,297.0,live,15,,,,,,cover,other,FALSE,live,live,live,cover,live,https://www.youtube.com/watch?v=zuXlk21cM0I
dIQzoZxfLYM,60,gym class heroes,stereo hearts,Gym Class Heroes -- Stereo Hearts (Cover),301.0,cover,15,,,,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=dIQzoZxfLYM
L8b2_rZsBZ0,60,gym class heroes,stereo hearts,Joseph Vincent- Stereo Hearts remix lyrics,304.0,remix,15,joseph vincent,,,,,cover,lyric,FALSE,remix,still,remix,cover,still,https://www.youtube.com/watch?v=L8b2_rZsBZ0
7ei0FVcGpL8,60,gym class heroes,stereo hearts,Stereo Hearts - Gym Class Heroes Ft. Adam Levine and Travie McCoy,306.0,guitar,15,mccoy,,,,,official,slides,FALSE,cover,live,cover,official,live,https://www.youtube.com/watch?v=7ei0FVcGpL8
mhPLp9Rf8Bk,60,gym class heroes,stereo hearts,Gym Class Heroes (ft. Adam Levine) - Stereo Hearts (Cover),308.0,cover,15,,,,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=mhPLp9Rf8Bk
-fmCoUjOMXU,70,adele,rolling in the deep,Adele LIVE: Rolling in the deep,1.0,live,0,,,,,,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=-fmCoUjOMXU
rYEDA3JcQqw,70,adele,rolling in the deep,Adele - Rolling in the Deep,1.0,title/artist,0,,,,,,official,official,TRUE,official,official,official,official,official,https://www.youtube.com/watch?v=rYEDA3JcQqw
-O49BRUvWXw,70,adele,rolling in the deep,How to play Rolling In The Deep by Adele (Guitar Lesson SB-209),1.0,tutorial,0,,,guitar,,,tutorial,tutorial,FALSE,tutorial,tutorial,tutorial,tutorial,tutorial,https://www.youtube.com/watch?v=-O49BRUvWXw
R8reCaNtBGs,70,adele,rolling in the deep,Adele - Rolling In The Deep {HD Karaoke},1.0,karaoke,0,,,,,,instrumental,karaoke,FALSE,instrumental,karaoke,instrumental,instrumental,karaoke,https://www.youtube.com/watch?v=R8reCaNtBGs
mBRUkdQa6Is,70,adele,rolling in the deep,Adele - Rolling in the Deep - lyrics,1.0,lyrics,0,,,,,,official,lyric,FALSE,official,lyric,official,official,lyric,https://www.youtube.com/watch?v=mBRUkdQa6Is
lUjWJSnGVB0,70,adele,rolling in the deep,Adele - Rolling in the Deep (Piano/Cello Cover) - ThePianoGuys,1.0,piano,0,,,cello & piano,,,cover,other,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=lUjWJSnGVB0
UigMj980qEw,70,adele,rolling in the deep,Adele Rolling in the deep Choreo,1.0,choreo,0,,,,,,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=UigMj980qEw
k3bzXdW-7AQ,70,adele,rolling in the deep,Adele - Rolling in the Deep + Lyrics,2.0,lyrics,0,,,,,,official,lyric,FALSE,official,lyric,official,official,lyric,https://www.youtube.com/watch?v=k3bzXdW-7AQ
QlcLQgICCz0,70,adele,rolling in the deep,Adele - Rolling in the deep (Tom Buster & Kidzoy remix),2.0,remix,0,tom buster,,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=QlcLQgICCz0
R-pRYHJ8v6w,70,adele,rolling in the deep,Adele - Rolling in the Deep -  Acoustic Guitar Lessons - How to Play on Guitar - Tutorial,2.0,tutorial,0,,,acoustic guitar & guitar,,,tutorial,tutorial,FALSE,tutorial,tutorial,tutorial,tutorial,tutorial,https://www.youtube.com/watch?v=R-pRYHJ8v6w
FGyIBnzJiyU,70,adele,rolling in the deep,Adele - Rolling in the Deep (ft. guest Artist  Amanda Scott) - ThePianoGuys,2.0,piano,0,amanda scott,,,,,cover,other,FALSE,cover,live,cover,cover,other,https://www.youtube.com/watch?v=FGyIBnzJiyU
LOd3u6FtkAk,70,adele,rolling in the deep,Adele - Rolling In The Deep (Karaoke Version),2.0,karaoke,0,,,,,,instrumental,karaoke,FALSE,instrumental,karaoke,instrumental,instrumental,karaoke,https://www.youtube.com/watch?v=LOd3u6FtkAk
dHtwZ07N1ic,70,adele,rolling in the deep,Adele - Rolling In The Deep [Live] (Linkin Park Cover),2.0,cover,0,park,,,,,cover,live,FALSE,cover,live,live,live,live,https://www.youtube.com/watch?v=dHtwZ07N1ic
O-Dmt2-7VqQ,70,adele,rolling in the deep,Adele - Rolling In The Deep (Live at Largo),2.0,concert,0,,,,,,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=O-Dmt2-7VqQ
5qGn5wyvEkM,70,adele,rolling in the deep,Rolling In The Deep - Line Dance (Dance & Teach in English & Zhong Wen ),3.0,dance,0,english wen,,,,,tutorial,tutorial,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=5qGn5wyvEkM
mkTMj0McIvc,70,adele,rolling in the deep,Adele - Rolling in the Deep (Jamie xx Remix) ft. Childish Gambino,3.0,remix,0,jamie,,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=mkTMj0McIvc
pMsM6YaPZUk,70,adele,rolling in the deep,Tiffanie Carson Choreography | Rolling in the Deep | Adele,4.0,choreo,0,tiffanie carson,,,,,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=pMsM6YaPZUk
k7w2OGPU4ow,70,adele,rolling in the deep,Adele Rolling in the Deep - Dance remix/mash-up,12.0,dance,1,,,,,,remix,still,FALSE,official,dance,remix,remix,dance,https://www.youtube.com/watch?v=k7w2OGPU4ow
lgyJecfUVcE,70,adele,rolling in the deep,ADELE - Rolling in the Deep (Live at the United Palace Theatre),14.0,concert,1,,,,,,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=lgyJecfUVcE
EqglK5V_gWg,70,adele,rolling in the deep,Adele - Rolling In The Deep Piano Tutorial  (Synthesia + Sheets + MIDI),16.0,tutorial,1,,,piano,,,cover,tutorial,FALSE,tutorial,tutorial,cover,cover,tutorial,https://www.youtube.com/watch?v=EqglK5V_gWg
yQuJOt-21do,70,adele,rolling in the deep,Adele - Rolling In The Deep (karaoke version with back vocals),17.0,karaoke,1,,,,,,instrumental,still,FALSE,instrumental,karaoke,instrumental,instrumental,karaoke,https://www.youtube.com/watch?v=yQuJOt-21do
sr1gERgQu0c,70,adele,rolling in the deep,Adele - Rolling In The Deep - Lyrics,17.0,lyrics,1,,,,,,official,official,FALSE,official,lyric,official,official,lyric,https://www.youtube.com/watch?v=sr1gERgQu0c
70uON8UR31g,70,adele,rolling in the deep,Adele - Rolling in the deep (reggae version by Reggaesta),17.0,title/artist,1,,reggae,,,,remix,other,FALSE,official,official,remix,remix,still,https://www.youtube.com/watch?v=70uON8UR31g
nsqh9jHkHlM,70,adele,rolling in the deep,DIRTY LOOPS - Rolling In The Deep (Adele Cover),18.0,cover,1,,,,,,cover,other,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=nsqh9jHkHlM
FogQA55WByc,70,adele,rolling in the deep,Adele - Rolling in the Deep (VILLA remix),18.0,remix,1,,,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=FogQA55WByc
dxQZm5ngpNw,70,adele,rolling in the deep,Rolling in the Deep by Adele  Choreography by Daphnie Yang,18.0,choreo,1,yang,,,,,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=dxQZm5ngpNw
cWhv4yfI5tI,70,adele,rolling in the deep,Adele feat. The Piano Guys - Rolling in the Deep [mashup],20.0,piano,1,,,piano,,,cover,still,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=cWhv4yfI5tI
Q5a9x4B1tfA,70,adele,rolling in the deep,Adele - Rolling In The Deep (Spectrasoul Remix),20.0,remix,1,,,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=Q5a9x4B1tfA
e8DnsQS_fBY,70,adele,rolling in the deep,Rolling In The Deep (Adele) DOMINIQUE karaoke cover,20.0,karaoke,1,dominique,,,,,cover,live,FALSE,instrumental,karaoke,cover,cover,live,https://www.youtube.com/watch?v=e8DnsQS_fBY
lEGp3n0iocI,70,adele,rolling in the deep,laurien decibel choreography adele rolling in the deep,21.0,choreo,1,,,,,,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=lEGp3n0iocI
ZdaJCYd2dLI,70,adele,rolling in the deep,ADELE - ROLLING IN THE DEEP DUBSTEP | DANCE,21.0,dance,1,,dubstep,,,,remix,dance,FALSE,official,dance,remix,remix,dance,https://www.youtube.com/watch?v=ZdaJCYd2dLI
8W1Tjr1BegI,70,adele,rolling in the deep,Adele - Rolling In The Deep lyrics HD,21.0,lyrics,1,,,,,,official,lyric,FALSE,official,lyric,official,official,lyric,https://www.youtube.com/watch?v=8W1Tjr1BegI
tt2NIDtp-Ls,70,adele,rolling in the deep,Rolling in the Deep - Adele (violin/cello/bass cover) - Simply Three,21.0,cover,1,,,bass & cello & violin,,,cover,other,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=tt2NIDtp-Ls
FCUbpii6YmY,70,adele,rolling in the deep,Rolling in the Deep - Adele- Vivien bei Young Stars in Concert 2012,21.0,concert,1,vivien young,,,,2012,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=FCUbpii6YmY
tJ9HTDhKZoo,70,adele,rolling in the deep,Rolling In The Deep (Adele) - Acoustic Guitar Trio (Thomas Zwijsen / Glenn Roth / Ben Woods),22.0,guitar,1,thomas glenn roth ben woods,,acoustic guitar & guitar,,,cover,other,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=tJ9HTDhKZoo
XYKdVE1Fdl8,70,adele,rolling in the deep,"Adele - ""Rolling In The Deep (Acoustic)""",23.0,live,1,,,,,,live,live,FALSE,live,live,cover,cover,live,https://www.youtube.com/watch?v=XYKdVE1Fdl8
eHjBSTLjQXA,70,adele,rolling in the deep,Adele-Rolling In The Deep Choreography By FREEDOM Featuring Patryk Brdej,24.0,choreo,1,,,,,,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=eHjBSTLjQXA
wNQE-_lbnRY,70,adele,rolling in the deep,Adele - Rolling in the Deep LIVE cover by Megan Lee,25.0,live,1,megan lee,,,,,cover,live,FALSE,live,live,cover,cover,live,https://www.youtube.com/watch?v=wNQE-_lbnRY
vqPo1NxIM_A,70,adele,rolling in the deep,Sarah Geronimo - Rolling in the Deep [Adele] OFFCAM (25Sep11),25.0,dance,1,sarah,,,,,live,live,FALSE,official,dance,cover,cover,other,https://www.youtube.com/watch?v=vqPo1NxIM_A
9bShXv1yUDg,70,adele,rolling in the deep,Adele - Rolling in the Deep - Piano [HD],25.0,piano,1,,,piano,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=9bShXv1yUDg
VQaC3o4Tmm8,70,adele,rolling in the deep,Rolling In The Deep (Adele Cover) by The All Ways,28.0,cover,1,,,,,,cover,other,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=VQaC3o4Tmm8
nkSYLLXbpzs,70,adele,rolling in the deep,Adele - Rolling In The Deep (Tom Buster & Kidzoy Full Length Remix),89.0,remix,5,tom buster,,,,,remix,still,FALSE,remix,still,cover,remix,still,https://www.youtube.com/watch?v=nkSYLLXbpzs
_YKgoo9Pt5w,70,adele,rolling in the deep,Adele Rolling in the Deep - (Keyboard Tutorial),94.0,tutorial,5,,,keyboard,,,tutorial,tutorial,FALSE,tutorial,tutorial,cover,cover,live,https://www.youtube.com/watch?v=_YKgoo9Pt5w
S9kbG3bTuPU,70,adele,rolling in the deep,Amazing 9 years old Singer sings Adele - Rolling In The Deep from GOT TALENT,94.0,title/artist,5,,,,,2024/10/16,live,live,FALSE,official,official,official,live,live,https://www.youtube.com/watch?v=S9kbG3bTuPU
